target,x_m,y_m,true_contact_time_s,true_contact_idx,contact_phase,sampling_spacing_m,tolerance_m,max_boundary_points,warmup_ignore_s
B983,18.065991,34.431784,14.980000,750,EXIT,0.100000,0.050000,2000,2.000000
B984,16.152563,33.429590,14.920000,747,EXIT,0.100000,0.050000,2000,2.000000
B985,19.664972,35.230163,15.040000,753,EXIT,0.100000,0.050000,2000,2.000000
B986,18.670231,34.715489,15.020000,752,EXIT,0.100000,0.050000,2000,2.000000
B987,16.751802,33.722902,14.980000,750,EXIT,0.100000,0.050000,2000,2.000000
B988,20.488324,35.612809,15.080000,755,EXIT,0.100000,0.050000,2000,2.000000
B989,18.992445,34.848122,15.060000,754,EXIT,0.100000,0.050000,2000,2.000000
B990,17.781495,34.229091,15.040000,753,EXIT,0.100000,0.050000,2000,2.000000
B991,14.860969,32.736132,14.880000,745,EXIT,0.100000,0.050000,2000,2.000000
B992,19.387448,35.014300,15.100000,756,EXIT,0.100000,0.050000,2000,2.000000
B993,16.674014,33.643578,15.060000,754,EXIT,0.100000,0.050000,2000,2.000000
B994,20.857729,35.713393,15.200000,761,EXIT,0.100000,0.050000,2000,2.000000
B995,20.070409,35.320293,15.160000,759,EXIT,0.100000,0.050000,2000,2.000000
B996,19.068366,34.819983,15.140000,758,EXIT,0.100000,0.050000,2000,2.000000
B997,17.923174,34.248202,15.120000,757,EXIT,0.100000,0.050000,2000,2.000000
B998,16.062236,33.319056,15.060000,754,EXIT,0.100000,0.050000,2000,2.000000
B999,20.397575,35.443575,15.200000,761,EXIT,0.100000,0.050000,2000,2.000000
B1000,19.178035,34.841643,15.180000,760,EXIT,0.100000,0.050000,2000,2.000000
B1001,21.085400,35.739997,15.280000,765,EXIT,0.100000,0.050000,2000,2.000000
B1002,19.647485,35.038283,15.220000,762,EXIT,0.100000,0.050000,2000,2.000000
B1003,17.562509,34.020798,15.200000,761,EXIT,0.100000,0.050000,2000,2.000000
B1004,15.765116,33.143656,15.120000,757,EXIT,0.100000,0.050000,2000,2.000000
B1005,20.479006,35.405179,15.280000,765,EXIT,0.100000,0.050000,2000,2.000000
B1006,19.110077,34.744548,15.260000,764,EXIT,0.100000,0.050000,2000,2.000000
B1007,17.452952,33.944836,15.240000,763,EXIT,0.100000,0.050000,2000,2.000000
B1008,15.363534,32.936504,15.140000,758,EXIT,0.100000,0.050000,2000,2.000000
B1009,20.230796,35.248576,15.300000,766,EXIT,0.100000,0.050000,2000,2.000000
B1010,18.281468,34.318136,15.280000,765,EXIT,0.100000,0.050000,2000,2.000000
B1011,15.176982,32.836323,15.160000,759,EXIT,0.100000,0.050000,2000,2.000000
B1012,21.138814,35.641197,15.360000,769,EXIT,0.100000,0.050000,2000,2.000000
B1013,20.053696,35.128831,15.340000,768,EXIT,0.100000,0.050000,2000,2.000000
B1014,18.389848,34.343204,15.320000,767,EXIT,0.100000,0.050000,2000,2.000000
B1015,15.857905,33.147685,15.240000,763,EXIT,0.100000,0.050000,2000,2.000000
B1016,20.962912,35.519017,15.400000,771,EXIT,0.100000,0.050000,2000,2.000000
B1017,19.730741,34.943384,15.380000,770,EXIT,0.100000,0.050000,2000,2.000000
B1018,17.773763,34.029143,15.360000,769,EXIT,0.100000,0.050000,2000,2.000000
B1019,15.454381,32.945599,15.260000,764,EXIT,0.100000,0.050000,2000,2.000000
B1020,21.076561,35.533160,15.440000,773,EXIT,0.100000,0.050000,2000,2.000000
B1021,19.551628,34.828193,15.420000,772,EXIT,0.100000,0.050000,2000,2.000000
B1022,16.066066,33.216840,15.340000,768,EXIT,0.100000,0.050000,2000,2.000000
B1023,21.626872,35.746710,15.480000,775,EXIT,0.100000,0.050000,2000,2.000000
B1024,20.681161,35.314007,15.460000,774,EXIT,0.100000,0.050000,2000,2.000000
B1025,19.662704,34.848019,15.460000,774,EXIT,0.100000,0.050000,2000,2.000000
B1026,18.571500,34.348746,15.440000,773,EXIT,0.100000,0.050000,2000,2.000000
B1027,17.698537,33.949327,15.440000,773,EXIT,0.100000,0.050000,2000,2.000000
B1028,21.887385,35.824591,15.560000,779,EXIT,0.100000,0.050000,2000,2.000000
B1029,19.482542,34.735402,15.500000,776,EXIT,0.100000,0.050000,2000,2.000000
B1030,16.859077,33.547197,15.440000,773,EXIT,0.100000,0.050000,2000,2.000000
B1031,21.564559,35.639262,15.560000,779,EXIT,0.100000,0.050000,2000,2.000000
B1032,20.469601,35.148278,15.540000,778,EXIT,0.100000,0.050000,2000,2.000000
B1033,17.768702,33.937185,15.520000,777,EXIT,0.100000,0.050000,2000,2.000000
B1034,13.753853,32.136910,14.740000,738,MID,0.100000,0.050000,2000,2.000000
B1035,20.289916,35.034869,15.580000,780,EXIT,0.100000,0.050000,2000,2.000000
B1036,19.412515,34.645296,15.580000,780,EXIT,0.100000,0.050000,2000,2.000000
B1037,17.365246,33.736291,15.540000,778,EXIT,0.100000,0.050000,2000,2.000000
B1038,14.659926,32.535107,15.360000,769,EXIT,0.100000,0.050000,2000,2.000000
B1039,21.500930,35.535046,15.640000,783,EXIT,0.100000,0.050000,2000,2.000000
B1040,20.622138,35.148620,15.620000,782,EXIT,0.100000,0.050000,2000,2.000000
B1041,18.571623,34.246960,15.600000,781,EXIT,0.100000,0.050000,2000,2.000000
B1042,15.569084,32.926672,15.500000,776,EXIT,0.100000,0.050000,2000,2.000000
B1043,22.055424,35.739641,15.680000,785,EXIT,0.100000,0.050000,2000,2.000000
B1044,20.661867,35.132681,15.660000,784,EXIT,0.100000,0.050000,2000,2.000000
B1045,19.268311,34.525721,15.660000,784,EXIT,0.100000,0.050000,2000,2.000000
B1046,16.774578,33.439582,15.600000,781,EXIT,0.100000,0.050000,2000,2.000000
B1047,22.391020,35.845855,15.720000,787,EXIT,0.100000,0.050000,2000,2.000000
B1048,20.995391,35.243675,15.700000,786,EXIT,0.100000,0.050000,2000,2.000000
B1049,19.379400,34.546413,15.700000,786,EXIT,0.100000,0.050000,2000,2.000000
B1050,17.469593,33.722377,15.660000,784,EXIT,0.100000,0.050000,2000,2.000000
B1051,14.751790,32.549710,15.520000,777,EXIT,0.100000,0.050000,2000,2.000000
B1052,21.771103,35.541531,15.760000,789,EXIT,0.100000,0.050000,2000,2.000000
B1053,20.373465,34.944031,15.740000,788,EXIT,0.100000,0.050000,2000,2.000000
B1054,18.975826,34.346531,15.720000,787,EXIT,0.100000,0.050000,2000,2.000000
B1055,17.063268,33.528899,15.700000,786,EXIT,0.100000,0.050000,2000,2.000000
B1056,22.106865,35.647487,15.800000,791,EXIT,0.100000,0.050000,2000,2.000000
B1057,19.749663,34.648889,15.780000,790,EXIT,0.100000,0.050000,2000,2.000000
B1058,18.055424,33.931147,15.760000,789,EXIT,0.100000,0.050000,2000,2.000000
B1059,14.077645,32.246013,15.460000,774,EXIT,0.100000,0.050000,2000,2.000000
B1060,21.927034,35.534964,15.840000,793,EXIT,0.100000,0.050000,2000,2.000000
B1061,20.746840,35.039444,15.820000,792,EXIT,0.100000,0.050000,2000,2.000000
B1062,19.050310,34.327134,15.800000,791,EXIT,0.100000,0.050000,2000,2.000000
B1063,16.173585,33.119303,15.740000,788,EXIT,0.100000,0.050000,2000,2.000000
B1064,22.263574,35.639213,15.880000,795,EXIT,0.100000,0.050000,2000,2.000000
B1065,20.786398,35.024437,15.860000,794,EXIT,0.100000,0.050000,2000,2.000000
B1066,19.161504,34.348183,15.840000,793,EXIT,0.100000,0.050000,2000,2.000000
B1067,17.241174,33.548974,15.820000,792,EXIT,0.100000,0.050000,2000,2.000000
B1068,22.600816,35.741838,15.920000,797,EXIT,0.100000,0.050000,2000,2.000000
B1069,20.899906,35.040052,15.900000,796,EXIT,0.100000,0.050000,2000,2.000000
B1070,18.977137,34.246729,15.880000,795,EXIT,0.100000,0.050000,2000,2.000000
B1071,16.758558,33.331356,15.840000,793,EXIT,0.100000,0.050000,2000,2.000000
B1072,23.160862,35.933760,16.000000,801,EXIT,0.100000,0.050000,2000,2.000000
B1073,21.976163,35.449107,15.940000,798,EXIT,0.100000,0.050000,2000,2.000000
B1074,20.495290,34.843290,15.940000,798,EXIT,0.100000,0.050000,2000,2.000000
B1075,18.792285,34.146602,15.920000,797,EXIT,0.100000,0.050000,2000,2.000000
B1076,17.089280,33.449913,15.880000,795,EXIT,0.100000,0.050000,2000,2.000000
B1077,23.277291,35.942408,16.040000,803,EXIT,0.100000,0.050000,2000,2.000000
B1078,21.794650,35.340930,15.980000,800,EXIT,0.100000,0.050000,2000,2.000000
B1079,20.312009,34.739453,15.980000,800,EXIT,0.100000,0.050000,2000,2.000000
B1080,18.606971,34.047754,15.960000,799,EXIT,0.100000,0.050000,2000,2.000000
B1081,14.381444,32.333544,15.780000,790,EXIT,0.100000,0.050000,2000,2.000000
B1082,22.577420,35.622384,16.040000,803,EXIT,0.100000,0.050000,2000,2.000000
B1083,21.389934,35.144600,16.020000,802,EXIT,0.100000,0.050000,2000,2.000000
B1084,19.386052,34.338340,16.000000,801,EXIT,0.100000,0.050000,2000,2.000000
B1085,16.862644,33.323049,15.960000,799,EXIT,0.100000,0.050000,2000,2.000000
B1086,23.436133,35.929469,16.080000,805,EXIT,0.100000,0.050000,2000,2.000000
B1087,21.950110,35.336396,16.060000,804,EXIT,0.100000,0.050000,2000,2.000000
B1088,20.464086,34.743324,16.060000,804,EXIT,0.100000,0.050000,2000,2.000000
B1089,18.383654,33.913023,16.040000,803,EXIT,0.100000,0.050000,2000,2.000000
B1090,16.451824,33.142029,16.000000,801,EXIT,0.100000,0.050000,2000,2.000000
B1091,23.552761,35.937746,16.120000,807,EXIT,0.100000,0.050000,2000,2.000000
B1092,22.288266,35.437094,16.100000,806,EXIT,0.100000,0.050000,2000,2.000000
B1093,20.800625,34.848091,16.100000,806,EXIT,0.100000,0.050000,2000,2.000000
B1094,19.015456,34.141288,16.080000,805,EXIT,0.100000,0.050000,2000,2.000000
B1095,15.965792,32.933832,16.020000,802,EXIT,0.100000,0.050000,2000,2.000000
B1096,23.371636,35.828832,16.160000,809,EXIT,0.100000,0.050000,2000,2.000000
B1097,21.882424,35.243812,16.140000,808,EXIT,0.100000,0.050000,2000,2.000000
B1098,20.616594,34.746546,16.140000,808,EXIT,0.100000,0.050000,2000,2.000000
B1099,19.052922,34.132275,16.120000,807,EXIT,0.100000,0.050000,2000,2.000000
B1100,15.776655,32.845232,16.060000,804,EXIT,0.100000,0.050000,2000,2.000000
B1101,23.786272,35.953737,16.200000,811,EXIT,0.100000,0.050000,2000,2.000000
B1102,22.220990,35.343580,16.180000,810,EXIT,0.100000,0.050000,2000,2.000000
B1103,20.655707,34.733422,16.180000,810,EXIT,0.100000,0.050000,2000,2.000000
B1104,18.121441,33.745549,16.140000,808,EXIT,0.100000,0.050000,2000,2.000000
B1105,23.977714,35.990302,16.280000,815,EXIT,0.100000,0.050000,2000,2.000000
B1106,22.783904,35.528549,16.220000,812,EXIT,0.100000,0.050000,2000,2.000000
B1107,21.515480,35.037935,16.220000,812,EXIT,0.100000,0.050000,2000,2.000000
B1108,19.202472,34.143288,16.200000,811,EXIT,0.100000,0.050000,2000,2.000000
B1109,16.889465,33.248640,16.160000,809,EXIT,0.100000,0.050000,2000,2.000000
B1110,24.094654,35.997622,16.320000,817,EXIT,0.100000,0.050000,2000,2.000000
B1111,22.078069,35.223681,16.260000,814,EXIT,0.100000,0.050000,2000,2.000000
B1112,20.285549,34.535734,16.240000,813,EXIT,0.100000,0.050000,2000,2.000000
B1113,19.015847,34.048438,16.240000,813,EXIT,0.100000,0.050000,2000,2.000000
B1114,15.878937,32.844530,16.180000,810,EXIT,0.100000,0.050000,2000,2.000000
B1115,24.211627,36.004756,16.360000,819,EXIT,0.100000,0.050000,2000,2.000000
B1116,23.538761,35.748528,16.320000,817,EXIT,0.100000,0.050000,2000,2.000000
B1117,22.193031,35.236073,16.300000,816,EXIT,0.100000,0.050000,2000,2.000000
B1118,19.576334,34.239632,16.280000,815,EXIT,0.100000,0.050000,2000,2.000000
B1119,17.183925,33.328601,16.240000,813,EXIT,0.100000,0.050000,2000,2.000000
B1120,24.328631,36.011708,16.400000,821,EXIT,0.100000,0.050000,2000,2.000000
B1121,23.056411,35.531026,16.340000,818,EXIT,0.100000,0.050000,2000,2.000000
B1122,21.185499,34.824140,16.340000,818,EXIT,0.100000,0.050000,2000,2.000000
B1123,19.913278,34.343458,16.320000,817,EXIT,0.100000,0.050000,2000,2.000000
B1124,16.470799,33.042789,16.260000,814,EXIT,0.100000,0.050000,2000,2.000000
B1125,24.220939,35.934237,16.400000,821,EXIT,0.100000,0.050000,2000,2.000000
B1126,22.647840,35.344525,16.380000,820,EXIT,0.100000,0.050000,2000,2.000000
B1127,20.475466,34.530160,16.360000,819,EXIT,0.100000,0.050000,2000,2.000000
B1128,18.378001,33.743878,16.340000,818,EXIT,0.100000,0.050000,2000,2.000000
B1129,17.254359,33.322655,16.320000,817,EXIT,0.100000,0.050000,2000,2.000000
B1130,24.562733,36.025082,16.480000,825,EXIT,0.100000,0.050000,2000,2.000000
B1131,22.988118,35.439431,16.420000,822,EXIT,0.100000,0.050000,2000,2.000000
B1132,21.938374,35.048998,16.420000,822,EXIT,0.100000,0.050000,2000,2.000000
B1133,19.463979,34.128691,16.400000,821,EXIT,0.100000,0.050000,2000,2.000000
B1134,16.764638,33.124719,16.340000,818,EXIT,0.100000,0.050000,2000,2.000000
B1135,24.379616,35.920731,16.480000,825,EXIT,0.100000,0.050000,2000,2.000000
B1136,23.328872,35.532999,16.460000,824,EXIT,0.100000,0.050000,2000,2.000000
B1137,21.677702,34.923706,16.460000,824,EXIT,0.100000,0.050000,2000,2.000000
B1138,20.101586,34.342107,16.440000,823,EXIT,0.100000,0.050000,2000,2.000000
B1139,18.450416,33.732814,16.420000,822,EXIT,0.100000,0.050000,2000,2.000000
B1140,24.796953,36.037776,16.560000,829,EXIT,0.100000,0.050000,2000,2.000000
B1141,22.618360,35.240198,16.500000,826,EXIT,0.100000,0.050000,2000,2.000000
B1142,20.665138,34.525127,16.480000,825,EXIT,0.100000,0.050000,2000,2.000000
B1143,17.660182,33.425020,16.440000,823,EXIT,0.100000,0.050000,2000,2.000000
B1144,14.955721,32.434922,16.340000,818,EXIT,0.100000,0.050000,2000,2.000000
B1145,23.786197,35.634216,16.540000,828,EXIT,0.100000,0.050000,2000,2.000000
B1146,22.883870,35.306487,16.540000,828,EXIT,0.100000,0.050000,2000,2.000000
B1147,20.477666,34.432543,16.520000,827,EXIT,0.100000,0.050000,2000,2.000000
B1148,18.597818,33.749774,16.500000,826,EXIT,0.100000,0.050000,2000,2.000000
B1149,14.161378,32.138439,16.300000,816,EXIT,0.100000,0.050000,2000,2.000000
B1150,23.601285,35.534554,16.580000,830,EXIT,0.100000,0.050000,2000,2.000000
B1151,21.945496,34.937928,16.580000,830,EXIT,0.100000,0.050000,2000,2.000000
B1152,19.461813,34.042989,16.540000,828,EXIT,0.100000,0.050000,2000,2.000000
B1153,16.677076,33.039572,16.480000,825,EXIT,0.100000,0.050000,2000,2.000000
B1154,25.073159,36.028681,16.640000,833,EXIT,0.100000,0.050000,2000,2.000000
B1155,23.415863,35.436254,16.620000,832,EXIT,0.100000,0.050000,2000,2.000000
B1156,21.758567,34.843827,16.620000,832,EXIT,0.100000,0.050000,2000,2.000000
B1157,19.799945,34.143686,16.600000,831,EXIT,0.100000,0.050000,2000,2.000000
B1158,15.882700,32.743403,16.480000,825,EXIT,0.100000,0.050000,2000,2.000000
B1159,25.190323,36.034509,16.680000,835,EXIT,0.100000,0.050000,2000,2.000000
B1160,24.285531,35.713650,16.660000,834,EXIT,0.100000,0.050000,2000,2.000000
B1161,23.229939,35.339315,16.660000,834,EXIT,0.100000,0.050000,2000,2.000000
B1162,20.666360,34.430215,16.640000,833,EXIT,0.100000,0.050000,2000,2.000000
B1163,17.876583,33.440900,16.600000,831,EXIT,0.100000,0.050000,2000,2.000000
B1164,25.307513,36.040188,16.720000,837,EXIT,0.100000,0.050000,2000,2.000000
B1165,23.571786,35.429572,16.700000,836,EXIT,0.100000,0.050000,2000,2.000000
B1166,21.609660,34.739309,16.680000,835,EXIT,0.100000,0.050000,2000,2.000000
B1167,19.647534,34.049047,16.660000,834,EXIT,0.100000,0.050000,2000,2.000000
B1168,25.424728,36.045722,16.760000,839,EXIT,0.100000,0.050000,2000,2.000000
B1169,23.385347,35.334017,16.740000,838,EXIT,0.100000,0.050000,2000,2.000000
B1170,22.478956,35.017703,16.740000,838,EXIT,0.100000,0.050000,2000,2.000000
B1171,21.119368,34.543233,16.720000,837,EXIT,0.100000,0.050000,2000,2.000000
B1172,18.777856,33.726090,16.680000,835,EXIT,0.100000,0.050000,2000,2.000000
B1173,25.617566,36.077285,16.840000,843,EXIT,0.100000,0.050000,2000,2.000000
B1174,24.332398,35.632379,16.780000,840,EXIT,0.100000,0.050000,2000,2.000000
B1175,21.762061,34.742565,16.760000,839,EXIT,0.100000,0.050000,2000,2.000000
B1176,20.628089,34.350000,16.760000,839,EXIT,0.100000,0.050000,2000,2.000000
B1177,17.679762,33.329331,16.700000,836,EXIT,0.100000,0.050000,2000,2.000000
B1178,25.583569,36.030385,16.840000,843,EXIT,0.100000,0.050000,2000,2.000000
B1179,24.675615,35.718587,16.820000,842,EXIT,0.100000,0.050000,2000,2.000000
B1180,22.405727,34.939092,16.820000,842,EXIT,0.100000,0.050000,2000,2.000000
B1181,20.060177,34.133614,16.780000,840,EXIT,0.100000,0.050000,2000,2.000000
B1182,16.579684,32.938388,16.700000,836,EXIT,0.100000,0.050000,2000,2.000000
B1183,25.700793,36.035690,16.880000,845,EXIT,0.100000,0.050000,2000,2.000000
B1184,24.186255,35.519771,16.860000,844,EXIT,0.100000,0.050000,2000,2.000000
B1185,23.353259,35.236015,16.860000,844,EXIT,0.100000,0.050000,2000,2.000000
B1186,21.611539,34.642707,16.840000,843,EXIT,0.100000,0.050000,2000,2.000000
B1187,18.658189,33.636664,16.800000,841,EXIT,0.100000,0.050000,2000,2.000000
B1188,14.568935,32.243680,16.540000,828,EXIT,0.100000,0.050000,2000,2.000000
B1189,25.211719,35.835987,16.900000,846,EXIT,0.100000,0.050000,2000,2.000000
B1190,22.862223,35.042093,16.900000,846,EXIT,0.100000,0.050000,2000,2.000000
B1191,21.952741,34.734780,16.880000,845,EXIT,0.100000,0.050000,2000,2.000000
B1192,17.253748,33.146993,16.800000,841,EXIT,0.100000,0.050000,2000,2.000000
B1193,25.328490,35.842516,16.940000,848,EXIT,0.100000,0.050000,2000,2.000000
B1194,22.066822,34.749300,16.920000,847,EXIT,0.100000,0.050000,2000,2.000000
B1195,21.156589,34.444216,16.920000,847,EXIT,0.100000,0.050000,2000,2.000000
B1196,16.377867,32.842528,16.780000,840,EXIT,0.100000,0.050000,2000,2.000000
B1197,26.204436,36.101297,17.040000,853,EXIT,0.100000,0.050000,2000,2.000000
B1198,24.837974,35.647005,16.980000,850,EXIT,0.100000,0.050000,2000,2.000000
B1199,23.319683,35.142235,16.980000,850,EXIT,0.100000,0.050000,2000,2.000000
B1200,20.283101,34.132696,16.940000,848,EXIT,0.100000,0.050000,2000,2.000000
B1201,18.764810,33.627926,16.920000,847,EXIT,0.100000,0.050000,2000,2.000000
B1202,26.093948,36.030557,17.020000,852,EXIT,0.100000,0.050000,2000,2.000000
B1203,24.574436,35.529477,17.020000,852,EXIT,0.100000,0.050000,2000,2.000000
B1204,23.054923,35.028396,17.000000,851,EXIT,0.100000,0.050000,2000,2.000000
B1205,17.356752,33.149343,16.900000,846,EXIT,0.100000,0.050000,2000,2.000000
B1206,25.602939,35.836448,17.060000,854,EXIT,0.100000,0.050000,2000,2.000000
B1207,24.082220,35.339042,17.060000,854,EXIT,0.100000,0.050000,2000,2.000000
B1208,22.561501,34.841636,17.040000,853,EXIT,0.100000,0.050000,2000,2.000000
B1209,21.877177,34.617803,17.040000,853,EXIT,0.100000,0.050000,2000,2.000000
B1210,20.432494,34.145267,17.020000,852,EXIT,0.100000,0.050000,2000,2.000000
B1211,18.911775,33.647861,16.980000,850,EXIT,0.100000,0.050000,2000,2.000000
B1212,26.024146,35.941395,17.100000,856,EXIT,0.100000,0.050000,2000,2.000000
B1213,24.502234,35.447649,17.100000,856,EXIT,0.100000,0.050000,2000,2.000000
B1214,20.773551,34.237971,17.060000,854,EXIT,0.100000,0.050000,2000,2.000000
B1215,19.251640,33.744224,17.040000,853,EXIT,0.100000,0.050000,2000,2.000000
B1216,25.455844,35.726196,17.140000,858,EXIT,0.100000,0.050000,2000,2.000000
B1217,23.018901,34.942034,17.120000,857,EXIT,0.100000,0.050000,2000,2.000000
B1218,18.982714,33.643266,17.060000,854,EXIT,0.100000,0.050000,2000,2.000000
B1219,16.469617,32.834599,16.940000,848,EXIT,0.100000,0.050000,2000,2.000000
B1220,26.791835,36.122235,17.240000,863,EXIT,0.100000,0.050000,2000,2.000000
B1221,25.572433,35.733058,17.180000,860,EXIT,0.100000,0.050000,2000,2.000000
B1222,24.581669,35.416852,17.180000,860,EXIT,0.100000,0.050000,2000,2.000000
B1223,23.362267,35.027675,17.160000,859,EXIT,0.100000,0.050000,2000,2.000000
B1224,20.923462,34.249322,17.140000,858,EXIT,0.100000,0.050000,2000,2.000000
B1225,25.383972,35.643228,17.220000,862,EXIT,0.100000,0.050000,2000,2.000000
B1226,23.172140,34.943087,17.200000,861,EXIT,0.100000,0.050000,2000,2.000000
B1227,21.875549,34.532659,17.180000,860,EXIT,0.100000,0.050000,2000,2.000000
B1228,20.578957,34.122232,17.180000,860,EXIT,0.100000,0.050000,2000,2.000000
B1229,19.358636,33.735947,17.140000,858,EXIT,0.100000,0.050000,2000,2.000000
B1230,26.721625,36.033974,17.260000,864,EXIT,0.100000,0.050000,2000,2.000000
B1231,24.508147,35.339052,17.260000,864,EXIT,0.100000,0.050000,2000,2.000000
B1232,20.081192,33.949209,17.200000,861,EXIT,0.100000,0.050000,2000,2.000000
B1233,16.570158,32.846919,17.040000,853,EXIT,0.100000,0.050000,2000,2.000000
B1234,26.533446,35.943194,17.300000,866,EXIT,0.100000,0.050000,2000,2.000000
B1235,24.623875,35.348603,17.300000,866,EXIT,0.100000,0.050000,2000,2.000000
B1236,21.415796,34.349691,17.260000,864,EXIT,0.100000,0.050000,2000,2.000000
B1237,26.650599,35.948157,17.340000,868,EXIT,0.100000,0.050000,2000,2.000000
B1238,25.656903,35.641289,17.340000,868,EXIT,0.100000,0.050000,2000,2.000000
B1239,24.663207,35.334421,17.340000,868,EXIT,0.100000,0.050000,2000,2.000000
B1240,23.669510,35.027553,17.320000,867,EXIT,0.100000,0.050000,2000,2.000000
B1241,22.446500,34.649870,17.320000,867,EXIT,0.100000,0.050000,2000,2.000000
B1242,20.764860,34.130555,17.280000,865,EXIT,0.100000,0.050000,2000,2.000000
B1243,19.159658,33.634846,17.240000,863,EXIT,0.100000,0.050000,2000,2.000000
B1244,16.255008,32.737847,17.060000,854,EXIT,0.100000,0.050000,2000,2.000000
B1245,25.773369,35.648454,17.380000,870,EXIT,0.100000,0.050000,2000,2.000000
B1246,22.484179,34.641067,17.340000,868,EXIT,0.100000,0.050000,2000,2.000000
B1247,18.583047,33.446259,17.260000,864,EXIT,0.100000,0.050000,2000,2.000000
B1248,26.502242,35.841512,17.420000,872,EXIT,0.100000,0.050000,2000,2.000000
B1249,24.205840,35.143987,17.400000,871,EXIT,0.100000,0.050000,2000,2.000000
B1250,27.614998,36.147015,17.520000,877,EXIT,0.100000,0.050000,2000,2.000000
B1251,25.623399,35.547070,17.460000,874,EXIT,0.100000,0.050000,2000,2.000000
B1252,22.636001,34.647152,17.420000,872,EXIT,0.100000,0.050000,2000,2.000000
B1253,20.644402,34.047206,17.400000,871,EXIT,0.100000,0.050000,2000,2.000000
B1254,18.652804,33.447261,17.340000,868,EXIT,0.100000,0.050000,2000,2.000000
B1255,16.661205,32.847315,17.200000,861,EXIT,0.100000,0.050000,2000,2.000000
B1256,27.042792,35.944068,17.500000,876,EXIT,0.100000,0.050000,2000,2.000000
B1257,25.663047,35.531874,17.500000,876,EXIT,0.100000,0.050000,2000,2.000000
B1258,24.359954,35.142580,17.480000,875,EXIT,0.100000,0.050000,2000,2.000000
B1259,23.286819,34.821985,17.480000,875,EXIT,0.100000,0.050000,2000,2.000000
B1260,21.677117,34.341092,17.460000,874,EXIT,0.100000,0.050000,2000,2.000000
B1261,27.773643,36.130499,17.560000,879,EXIT,0.100000,0.050000,2000,2.000000
B1262,26.776486,35.835070,17.540000,878,EXIT,0.100000,0.050000,2000,2.000000
B1263,25.088990,35.335112,17.520000,877,EXIT,0.100000,0.050000,2000,2.000000
B1264,22.097520,34.448824,17.500000,876,EXIT,0.100000,0.050000,2000,2.000000
B1265,26.893470,35.840469,17.580000,880,EXIT,0.100000,0.050000,2000,2.000000
B1266,23.516226,34.848187,17.560000,879,EXIT,0.100000,0.050000,2000,2.000000
B1267,20.062226,33.833354,17.480000,875,EXIT,0.100000,0.050000,2000,2.000000
B1268,18.373604,33.337213,17.420000,872,EXIT,0.100000,0.050000,2000,2.000000
B1269,27.701735,36.047182,17.620000,882,EXIT,0.100000,0.050000,2000,2.000000
B1270,25.627971,35.442944,17.600000,881,EXIT,0.100000,0.050000,2000,2.000000
B1271,23.554207,34.838705,17.600000,881,EXIT,0.100000,0.050000,2000,2.000000
B1272,22.171698,34.435879,17.580000,880,EXIT,0.100000,0.050000,2000,2.000000
B1273,28.203498,36.161877,17.720000,887,EXIT,0.100000,0.050000,2000,2.000000
B1274,26.358957,35.628899,17.660000,884,EXIT,0.100000,0.050000,2000,2.000000
B1275,25.282974,35.317995,17.640000,883,EXIT,0.100000,0.050000,2000,2.000000
B1276,23.284720,34.740602,17.620000,882,EXIT,0.100000,0.050000,2000,2.000000
B1277,28.244343,36.142556,17.720000,887,EXIT,0.100000,0.050000,2000,2.000000
B1278,27.167672,35.834046,17.700000,886,EXIT,0.100000,0.050000,2000,2.000000
B1279,25.783380,35.437389,17.680000,885,EXIT,0.100000,0.050000,2000,2.000000
B1280,23.014797,34.644075,17.660000,884,EXIT,0.100000,0.050000,2000,2.000000
B1281,20.169308,33.828725,17.600000,881,EXIT,0.100000,0.050000,2000,2.000000
B1282,28.439014,36.167228,17.800000,891,EXIT,0.100000,0.050000,2000,2.000000
B1283,27.284710,35.839231,17.740000,888,EXIT,0.100000,0.050000,2000,2.000000
B1284,24.129612,34.942708,17.720000,887,EXIT,0.100000,0.050000,2000,2.000000
B1285,21.974910,34.330449,17.680000,885,EXIT,0.100000,0.050000,2000,2.000000
B1286,28.556797,36.169783,17.840000,893,EXIT,0.100000,0.050000,2000,2.000000
B1287,26.708761,35.649050,17.780000,890,EXIT,0.100000,0.050000,2000,2.000000
B1288,24.475717,35.019831,17.760000,889,EXIT,0.100000,0.050000,2000,2.000000
B1289,22.781684,34.542492,17.740000,888,EXIT,0.100000,0.050000,2000,2.000000
B1290,28.674594,36.172262,17.880000,895,EXIT,0.100000,0.050000,2000,2.000000
B1291,26.440181,35.547924,17.800000,891,EXIT,0.100000,0.050000,2000,2.000000
B1292,25.284450,35.224991,17.800000,891,EXIT,0.100000,0.050000,2000,2.000000
B1293,21.432014,34.148546,17.740000,888,EXIT,0.100000,0.050000,2000,2.000000
B1294,19.274649,33.545737,17.660000,884,EXIT,0.100000,0.050000,2000,2.000000
B1295,27.558883,35.832881,17.860000,894,EXIT,0.100000,0.050000,2000,2.000000
B1296,26.479548,35.533821,17.840000,893,EXIT,0.100000,0.050000,2000,2.000000
B1297,23.627021,34.743448,17.820000,892,EXIT,0.100000,0.050000,2000,2.000000
B1298,21.082876,34.038520,17.760000,889,EXIT,0.100000,0.050000,2000,2.000000
B1299,28.678813,36.113409,17.900000,896,EXIT,0.100000,0.050000,2000,2.000000
