target,x_m,y_m,true_contact_time_s,true_contact_idx,contact_phase,sampling_spacing_m,tolerance_m,max_boundary_points,warmup_ignore_s
B312,3.077624,21.126109,7.220000,362,ENTRY,0.100000,0.050000,2000,2.000000
B313,2.862364,19.540656,7.220000,362,ENTRY,0.100000,0.050000,2000,2.000000
B314,2.657867,18.034475,7.200000,361,ENTRY,0.100000,0.050000,2000,2.000000
B315,2.453370,16.528294,7.180000,360,ENTRY,0.100000,0.050000,2000,2.000000
B316,3.384766,23.134171,7.280000,365,ENTRY,0.100000,0.050000,2000,2.000000
B317,3.253191,22.183230,7.260000,364,ENTRY,0.100000,0.050000,2000,2.000000
B318,2.979078,20.202104,7.260000,364,ENTRY,0.100000,0.050000,2000,2.000000
B319,2.759787,18.617203,7.240000,363,ENTRY,0.100000,0.050000,2000,2.000000
B320,2.354099,15.685136,7.200000,361,ENTRY,0.100000,0.050000,2000,2.000000
B321,3.445282,23.318638,7.360000,369,ENTRY,0.100000,0.050000,2000,2.000000
B322,3.177260,21.417437,7.300000,366,ENTRY,0.100000,0.050000,2000,2.000000
B323,2.965076,19.912320,7.300000,366,ENTRY,0.100000,0.050000,2000,2.000000
B324,2.752892,18.407202,7.280000,365,ENTRY,0.100000,0.050000,2000,2.000000
B325,2.261519,14.921668,7.220000,362,ENTRY,0.100000,0.050000,2000,2.000000
B326,3.461238,23.186026,7.360000,369,ENTRY,0.100000,0.050000,2000,2.000000
B327,3.176935,21.206336,7.340000,368,ENTRY,0.100000,0.050000,2000,2.000000
B328,2.960865,19.701772,7.340000,368,ENTRY,0.100000,0.050000,2000,2.000000
B329,2.460492,16.217518,7.280000,365,ENTRY,0.100000,0.050000,2000,2.000000
B330,1.857769,12.020575,7.080000,355,ENTRY,0.100000,0.050000,2000,2.000000
B331,3.383853,22.420058,7.380000,370,ENTRY,0.100000,0.050000,2000,2.000000
B332,3.163868,20.916061,7.380000,370,ENTRY,0.100000,0.050000,2000,2.000000
B333,2.874414,18.937118,7.360000,369,ENTRY,0.100000,0.050000,2000,2.000000
B334,2.654429,17.433121,7.340000,368,ENTRY,0.100000,0.050000,2000,2.000000
B335,2.260772,14.741758,7.280000,365,ENTRY,0.100000,0.050000,2000,2.000000
B336,3.561701,23.395287,7.440000,373,ENTRY,0.100000,0.050000,2000,2.000000
B337,3.267060,21.417109,7.420000,372,ENTRY,0.100000,0.050000,2000,2.000000
B338,2.972419,19.438932,7.400000,371,ENTRY,0.100000,0.050000,2000,2.000000
B339,2.465636,16.036466,7.360000,369,ENTRY,0.100000,0.050000,2000,2.000000
B340,3.648688,23.736792,7.520000,377,ENTRY,0.100000,0.050000,2000,2.000000
B341,3.456774,22.471261,7.460000,374,ENTRY,0.100000,0.050000,2000,2.000000
B342,3.252866,21.126634,7.460000,374,ENTRY,0.100000,0.050000,2000,2.000000
B343,2.964995,19.228337,7.440000,373,ENTRY,0.100000,0.050000,2000,2.000000
B344,2.569173,16.618179,7.420000,372,ENTRY,0.100000,0.050000,2000,2.000000
B345,2.053405,13.217064,7.280000,365,ENTRY,0.100000,0.050000,2000,2.000000
B346,3.652014,23.524380,7.520000,377,ENTRY,0.100000,0.050000,2000,2.000000
B347,3.371299,21.705919,7.500000,376,ENTRY,0.100000,0.050000,2000,2.000000
B348,3.078379,19.808395,7.500000,376,ENTRY,0.100000,0.050000,2000,2.000000
B349,2.663408,17.120236,7.460000,374,ENTRY,0.100000,0.050000,2000,2.000000
B350,2.260643,14.511140,7.400000,371,ENTRY,0.100000,0.050000,2000,2.000000
B351,3.666580,23.390979,7.560000,379,ENTRY,0.100000,0.050000,2000,2.000000
B352,3.467910,22.126490,7.540000,378,ENTRY,0.100000,0.050000,2000,2.000000
B353,3.256824,20.782972,7.540000,378,ENTRY,0.100000,0.050000,2000,2.000000
B354,2.871901,18.333026,7.520000,377,ENTRY,0.100000,0.050000,2000,2.000000
B355,2.251059,14.381500,7.420000,372,ENTRY,0.100000,0.050000,2000,2.000000
B356,3.756156,23.731477,7.600000,381,ENTRY,0.100000,0.050000,2000,2.000000
B357,3.465664,21.914553,7.580000,380,ENTRY,0.100000,0.050000,2000,2.000000
B358,3.250952,20.571609,7.580000,380,ENTRY,0.100000,0.050000,2000,2.000000
B359,2.872049,18.201707,7.560000,379,ENTRY,0.100000,0.050000,2000,2.000000
B360,2.556296,16.226789,7.520000,377,ENTRY,0.100000,0.050000,2000,2.000000
B361,3.847525,24.071485,7.640000,383,ENTRY,0.100000,0.050000,2000,2.000000
B362,3.577785,22.413281,7.620000,382,ENTRY,0.100000,0.050000,2000,2.000000
B363,3.256666,20.439228,7.620000,382,ENTRY,0.100000,0.050000,2000,2.000000
B364,2.974082,18.702062,7.600000,381,ENTRY,0.100000,0.050000,2000,2.000000
B365,2.652963,16.728010,7.560000,379,ENTRY,0.100000,0.050000,2000,2.000000
B366,1.856588,11.832360,7.220000,362,ENTRY,0.100000,0.050000,2000,2.000000
B367,3.770908,23.384945,7.680000,385,ENTRY,0.100000,0.050000,2000,2.000000
B368,3.561935,22.122118,7.660000,384,ENTRY,0.100000,0.050000,2000,2.000000
B369,3.261537,20.306806,7.660000,384,ENTRY,0.100000,0.050000,2000,2.000000
B370,2.869713,17.939006,7.620000,382,ENTRY,0.100000,0.050000,2000,2.000000
B371,2.255855,14.229454,7.520000,377,ENTRY,0.100000,0.050000,2000,2.000000
B372,3.863071,23.724412,7.720000,387,ENTRY,0.100000,0.050000,2000,2.000000
B373,3.570950,21.988824,7.700000,386,ENTRY,0.100000,0.050000,2000,2.000000
B374,3.358498,20.726578,7.700000,386,ENTRY,0.100000,0.050000,2000,2.000000
B375,3.053099,18.912100,7.680000,385,ENTRY,0.100000,0.050000,2000,2.000000
B376,2.654753,16.545389,7.640000,383,ENTRY,0.100000,0.050000,2000,2.000000
B377,3.970540,24.142222,7.760000,389,ENTRY,0.100000,0.050000,2000,2.000000
B378,3.673606,22.407451,7.740000,388,ENTRY,0.100000,0.050000,2000,2.000000
B379,3.457654,21.145799,7.740000,388,ENTRY,0.100000,0.050000,2000,2.000000
B380,2.971762,18.307083,7.720000,387,ENTRY,0.100000,0.050000,2000,2.000000
B381,2.566852,15.941486,7.660000,384,ENTRY,0.100000,0.050000,2000,2.000000
B382,4.080270,24.559435,7.840000,393,ENTRY,0.100000,0.050000,2000,2.000000
B383,3.874513,23.377206,7.800000,391,ENTRY,0.100000,0.050000,2000,2.000000
B384,3.655039,22.116163,7.780000,390,ENTRY,0.100000,0.050000,2000,2.000000
B385,3.270959,19.909336,7.760000,389,ENTRY,0.100000,0.050000,2000,2.000000
B386,2.955465,18.096586,7.740000,388,ENTRY,0.100000,0.050000,2000,2.000000
B387,1.954114,12.343074,7.400000,371,ENTRY,0.100000,0.050000,2000,2.000000
B388,3.969259,23.715617,7.840000,393,ENTRY,0.100000,0.050000,2000,2.000000
B389,3.760180,22.533971,7.820000,392,ENTRY,0.100000,0.050000,2000,2.000000
B390,3.453530,20.800891,7.820000,392,ENTRY,0.100000,0.050000,2000,2.000000
B391,3.160820,19.146587,7.800000,391,ENTRY,0.100000,0.050000,2000,2.000000
B392,2.463890,15.207769,7.720000,387,ENTRY,0.100000,0.050000,2000,2.000000
B393,4.164959,24.604653,7.880000,395,ENTRY,0.100000,0.050000,2000,2.000000
B394,3.952538,23.423604,7.880000,395,ENTRY,0.100000,0.050000,2000,2.000000
B395,3.683472,21.927608,7.860000,394,ENTRY,0.100000,0.050000,2000,2.000000
B396,3.357760,20.116666,7.840000,393,ENTRY,0.100000,0.050000,2000,2.000000
B397,2.762983,16.809728,7.800000,391,ENTRY,0.100000,0.050000,2000,2.000000
B398,2.154043,13.424053,7.620000,382,ENTRY,0.100000,0.050000,2000,2.000000
B399,3.962840,23.289093,7.920000,397,ENTRY,0.100000,0.050000,2000,2.000000
B400,3.660745,21.636477,7.900000,396,ENTRY,0.100000,0.050000,2000,2.000000
B401,3.272338,19.511685,7.880000,395,ENTRY,0.100000,0.050000,2000,2.000000
B402,2.955857,17.780373,7.860000,394,ENTRY,0.100000,0.050000,2000,2.000000
B403,2.653762,16.127758,7.820000,392,ENTRY,0.100000,0.050000,2000,2.000000
B404,4.264491,24.727625,7.960000,399,ENTRY,0.100000,0.050000,2000,2.000000
B405,3.986884,23.233190,7.960000,399,ENTRY,0.100000,0.050000,2000,2.000000
B406,3.753111,21.974719,7.940000,398,ENTRY,0.100000,0.050000,2000,2.000000
B407,3.373229,19.929703,7.920000,397,ENTRY,0.100000,0.050000,2000,2.000000
B408,2.964125,17.727379,7.900000,396,ENTRY,0.100000,0.050000,2000,2.000000
B409,4.351764,24.985240,8.000000,401,MID,0.100000,0.050000,2000,2.000000
B410,4.069852,23.491612,8.000000,401,MID,0.100000,0.050000,2000,2.000000
B411,3.773102,21.919371,7.980000,400,ENTRY,0.100000,0.050000,2000,2.000000
B412,3.550539,20.740191,7.980000,400,ENTRY,0.100000,0.050000,2000,2.000000
B413,3.060901,18.145995,7.940000,398,ENTRY,0.100000,0.050000,2000,2.000000
B414,2.452564,14.922902,7.840000,393,ENTRY,0.100000,0.050000,2000,2.000000
B415,4.273790,24.377312,8.040000,403,MID,0.100000,0.050000,2000,2.000000
B416,4.061813,23.277555,8.020000,402,MID,0.100000,0.050000,2000,2.000000
B417,3.668141,21.235149,8.020000,402,MID,0.100000,0.050000,2000,2.000000
B418,3.168481,18.642864,7.980000,400,ENTRY,0.100000,0.050000,2000,2.000000
B419,4.453038,25.103540,8.080000,405,MID,0.100000,0.050000,2000,2.000000
B420,4.157983,23.612452,8.060000,404,MID,0.100000,0.050000,2000,2.000000
B421,3.862928,22.121364,8.060000,404,MID,0.100000,0.050000,2000,2.000000
B422,3.055410,18.040493,7.980000,400,ENTRY,0.100000,0.050000,2000,2.000000
B423,4.272885,24.025024,8.100000,406,MID,0.100000,0.050000,2000,2.000000
B424,3.970456,22.535414,8.100000,406,MID,0.100000,0.050000,2000,2.000000
B425,3.461102,20.026598,8.040000,403,MID,0.100000,0.050000,2000,2.000000
B426,4.570739,25.298216,8.160000,409,MID,0.100000,0.050000,2000,2.000000
B427,4.358767,24.280047,8.160000,409,MID,0.100000,0.050000,2000,2.000000
B428,3.951129,22.322030,8.120000,407,MID,0.100000,0.050000,2000,2.000000
B429,4.663708,25.551571,8.240000,413,MID,0.100000,0.050000,2000,2.000000
B430,4.263056,23.673838,8.180000,410,MID,0.100000,0.050000,2000,2.000000
B431,3.762241,21.326673,8.140000,408,MID,0.100000,0.050000,2000,2.000000
B432,4.656223,25.335348,8.240000,413,MID,0.100000,0.050000,2000,2.000000
B433,4.365825,24.006714,8.220000,412,MID,0.100000,0.050000,2000,2.000000
B434,3.972935,22.209150,8.200000,411,MID,0.100000,0.050000,2000,2.000000
B435,3.562962,20.333430,8.140000,408,MID,0.100000,0.050000,2000,2.000000
B436,4.576232,24.807219,8.280000,415,MID,0.100000,0.050000,2000,2.000000
B437,4.174408,23.011631,8.260000,414,MID,0.100000,0.050000,2000,2.000000
B438,3.667761,20.747628,8.200000,411,MID,0.100000,0.050000,2000,2.000000
B439,4.758395,25.449902,8.320000,417,MID,0.100000,0.050000,2000,2.000000
B440,4.454792,24.124223,8.300000,416,MID,0.100000,0.050000,2000,2.000000
B441,4.061893,22.408638,8.280000,415,MID,0.100000,0.050000,2000,2.000000
B442,3.151083,18.431601,8.020000,402,MID,0.100000,0.050000,2000,2.000000
B443,4.672767,24.922660,8.360000,419,MID,0.100000,0.050000,2000,2.000000
B444,4.271323,23.209054,8.340000,418,MID,0.100000,0.050000,2000,2.000000
B445,3.851631,21.417558,8.300000,416,MID,0.100000,0.050000,2000,2.000000
B446,4.767763,25.174566,8.400000,421,MID,0.100000,0.050000,2000,2.000000
B447,4.376410,23.540784,8.380000,420,MID,0.100000,0.050000,2000,2.000000
B448,5.036012,26.125140,8.480000,425,MID,0.100000,0.050000,2000,2.000000
B449,4.788697,25.114974,8.440000,423,MID,0.100000,0.050000,2000,2.000000
B450,4.370163,23.405462,8.420000,422,MID,0.100000,0.050000,2000,2.000000
B451,3.856509,21.307425,8.360000,419,MID,0.100000,0.050000,2000,2.000000
B452,4.963855,25.676331,8.480000,425,MID,0.100000,0.050000,2000,2.000000
B453,4.653255,24.434587,8.460000,424,MID,0.100000,0.050000,2000,2.000000
B454,4.070879,22.106318,8.420000,422,MID,0.100000,0.050000,2000,2.000000
B455,5.163952,26.313715,8.560000,429,MID,0.100000,0.050000,2000,2.000000
B456,4.886741,25.228563,8.520000,427,MID,0.100000,0.050000,2000,2.000000
B457,4.352120,23.135771,8.480000,425,MID,0.100000,0.050000,2000,2.000000
B458,3.758097,20.810446,8.400000,421,MID,0.100000,0.050000,2000,2.000000
B459,5.168069,26.175269,8.560000,429,MID,0.100000,0.050000,2000,2.000000
B460,4.784480,24.704467,8.540000,428,MID,0.100000,0.050000,2000,2.000000
B461,4.057680,21.917683,8.500000,426,MID,0.100000,0.050000,2000,2.000000
B462,5.252640,26.346333,8.600000,431,MID,0.100000,0.050000,2000,2.000000
B463,4.861679,24.877473,8.580000,430,MID,0.100000,0.050000,2000,2.000000
B464,4.470718,23.408613,8.560000,429,MID,0.100000,0.050000,2000,2.000000
B465,3.750527,20.702818,8.460000,424,MID,0.100000,0.050000,2000,2.000000
B466,5.065918,25.513200,8.640000,433,MID,0.100000,0.050000,2000,2.000000
B467,4.772411,24.432342,8.620000,432,MID,0.100000,0.050000,2000,2.000000
B468,3.661280,20.340523,8.460000,424,MID,0.100000,0.050000,2000,2.000000
B469,5.062534,25.376162,8.660000,434,MID,0.100000,0.050000,2000,2.000000
B470,4.550076,23.525814,8.640000,433,MID,0.100000,0.050000,2000,2.000000
B471,4.165733,22.138053,8.600000,431,MID,0.100000,0.050000,2000,2.000000
B472,5.274698,26.009351,8.720000,437,MID,0.100000,0.050000,2000,2.000000
B473,5.057298,25.239457,8.700000,436,MID,0.100000,0.050000,2000,2.000000
B474,4.057261,21.697942,8.620000,432,MID,0.100000,0.050000,2000,2.000000
B475,5.492755,26.640683,8.760000,439,MID,0.100000,0.050000,2000,2.000000
B476,4.851065,24.411191,8.740000,438,MID,0.100000,0.050000,2000,2.000000
B477,4.474902,23.104247,8.720000,437,MID,0.100000,0.050000,2000,2.000000
B478,4.054484,21.643546,8.660000,434,MID,0.100000,0.050000,2000,2.000000
B479,5.491558,26.502445,8.800000,441,MID,0.100000,0.050000,2000,2.000000
B480,5.266414,25.734779,8.780000,440,MID,0.100000,0.050000,2000,2.000000
B481,5.694616,27.054416,8.880000,445,MID,0.100000,0.050000,2000,2.000000
B482,5.259493,25.598027,8.820000,442,MID,0.100000,0.050000,2000,2.000000
B483,4.755667,23.911682,8.800000,441,MID,0.100000,0.050000,2000,2.000000
B484,4.251840,22.225337,8.760000,439,MID,0.100000,0.050000,2000,2.000000
B485,3.450299,19.542516,8.340000,418,MID,0.100000,0.050000,2000,2.000000
B486,5.483598,26.227008,8.880000,445,MID,0.100000,0.050000,2000,2.000000
B487,4.971266,24.543227,8.860000,444,MID,0.100000,0.050000,2000,2.000000
B488,5.760927,27.006843,8.920000,447,MID,0.100000,0.050000,2000,2.000000
B489,5.358467,25.707757,8.900000,446,MID,0.100000,0.050000,2000,2.000000
B490,4.861311,24.103003,8.880000,445,MID,0.100000,0.050000,2000,2.000000
B491,4.151087,21.810497,8.800000,441,MID,0.100000,0.050000,2000,2.000000
B492,5.684767,26.639729,8.960000,449,MID,0.100000,0.050000,2000,2.000000
B493,4.866722,24.045658,8.920000,447,MID,0.100000,0.050000,2000,2.000000
B494,4.265219,22.138253,8.860000,444,MID,0.100000,0.050000,2000,2.000000
B495,5.873342,27.111640,9.000000,451,MID,0.100000,0.050000,2000,2.000000
B496,5.579992,26.197558,8.980000,450,MID,0.100000,0.050000,2000,2.000000
B497,5.262196,25.207303,8.980000,450,MID,0.100000,0.050000,2000,2.000000
B498,4.553266,22.998272,8.920000,447,MID,0.100000,0.050000,2000,2.000000
B499,5.172307,24.844203,9.020000,452,MID,0.100000,0.050000,2000,2.000000
B500,4.650851,23.247180,8.980000,450,MID,0.100000,0.050000,2000,2.000000
B501,4.154227,21.726205,8.880000,445,MID,0.100000,0.050000,2000,2.000000
B502,5.986050,27.215508,9.080000,455,MID,0.100000,0.050000,2000,2.000000
B503,5.759104,26.532210,9.080000,455,MID,0.100000,0.050000,2000,2.000000
B504,5.481725,25.697069,9.060000,454,MID,0.100000,0.050000,2000,2.000000
B505,5.153913,24.710084,9.040000,453,MID,0.100000,0.050000,2000,2.000000
B506,6.183317,27.683957,9.160000,459,MID,0.100000,0.050000,2000,2.000000
B507,5.056875,24.349061,9.080000,455,MID,0.100000,0.050000,2000,2.000000
B508,6.073058,27.242789,9.160000,459,MID,0.100000,0.050000,2000,2.000000
B509,5.683279,26.107856,9.140000,458,MID,0.100000,0.050000,2000,2.000000
B510,5.371457,25.199910,9.140000,458,MID,0.100000,0.050000,2000,2.000000
B511,4.150151,21.643787,8.960000,449,MID,0.100000,0.050000,2000,2.000000
B512,5.957875,26.803109,9.200000,461,MID,0.100000,0.050000,2000,2.000000
B513,5.166802,24.537231,9.160000,459,MID,0.100000,0.050000,2000,2.000000
B514,4.665789,23.102175,9.120000,457,MID,0.100000,0.050000,2000,2.000000
B515,6.185560,27.345083,9.240000,463,MID,0.100000,0.050000,2000,2.000000
B516,5.757518,26.138774,9.220000,462,MID,0.100000,0.050000,2000,2.000000
B517,5.356230,25.007860,9.200000,461,MID,0.100000,0.050000,2000,2.000000
B518,6.445430,27.960320,9.280000,465,MID,0.100000,0.050000,2000,2.000000
B519,6.174074,27.207747,9.280000,465,MID,0.100000,0.050000,2000,2.000000
B520,5.170056,24.423228,9.240000,463,MID,0.100000,0.050000,2000,2.000000
B521,6.463442,27.897182,9.320000,467,MID,0.100000,0.050000,2000,2.000000
B522,5.885560,26.319699,9.300000,466,MID,0.100000,0.050000,2000,2.000000
B523,5.555341,25.418280,9.300000,466,MID,0.100000,0.050000,2000,2.000000
B524,4.454613,22.413551,9.160000,459,MID,0.100000,0.050000,2000,2.000000
B525,6.285067,27.309387,9.360000,469,MID,0.100000,0.050000,2000,2.000000
B526,5.754961,25.884821,9.340000,468,MID,0.100000,0.050000,2000,2.000000
B527,5.057454,24.010392,9.300000,466,MID,0.100000,0.050000,2000,2.000000
B528,6.552778,27.921133,9.400000,471,MID,0.100000,0.050000,2000,2.000000
B529,5.958858,26.349618,9.380000,470,MID,0.100000,0.050000,2000,2.000000
B530,4.968990,23.730427,9.320000,467,MID,0.100000,0.050000,2000,2.000000
B531,6.654293,28.082350,9.440000,473,MID,0.100000,0.050000,2000,2.000000
B532,6.167021,26.812639,9.420000,472,MID,0.100000,0.050000,2000,2.000000
B533,5.479107,25.020106,9.400000,471,MID,0.100000,0.050000,2000,2.000000
B534,6.844141,28.466519,9.520000,477,MID,0.100000,0.050000,2000,2.000000
B535,6.553705,27.721102,9.480000,475,MID,0.100000,0.050000,2000,2.000000
B536,5.769525,25.708476,9.440000,473,MID,0.100000,0.050000,2000,2.000000
B537,4.956303,23.621308,9.380000,470,MID,0.100000,0.050000,2000,2.000000
B538,6.860927,28.402754,9.520000,477,MID,0.100000,0.050000,2000,2.000000
B539,6.184180,26.691727,9.500000,476,MID,0.100000,0.050000,2000,2.000000
B540,4.860112,23.344065,9.400000,471,MID,0.100000,0.050000,2000,2.000000
B541,6.757415,28.042235,9.560000,479,MID,0.100000,0.050000,2000,2.000000
B542,6.071940,26.334686,9.540000,478,MID,0.100000,0.050000,2000,2.000000
B543,5.654694,25.295308,9.520000,477,MID,0.100000,0.050000,2000,2.000000
B544,4.462564,22.325658,9.320000,467,MID,0.100000,0.050000,2000,2.000000
B545,6.589427,27.534986,9.580000,480,MID,0.100000,0.050000,2000,2.000000
B546,5.774507,25.534609,9.560000,479,MID,0.100000,0.050000,2000,2.000000
B547,7.149274,28.804224,9.680000,485,MID,0.100000,0.050000,2000,2.000000
B548,6.690865,27.695233,9.640000,483,MID,0.100000,0.050000,2000,2.000000
B549,6.079653,26.216578,9.620000,482,MID,0.100000,0.050000,2000,2.000000
B550,5.162835,23.998596,9.540000,478,MID,0.100000,0.050000,2000,2.000000
B551,7.071944,28.518775,9.680000,485,MID,0.100000,0.050000,2000,2.000000
B552,6.453176,27.043266,9.660000,484,MID,0.100000,0.050000,2000,2.000000
B553,5.772532,25.420206,9.640000,483,MID,0.100000,0.050000,2000,2.000000
B554,7.273108,28.897060,9.720000,487,MID,0.100000,0.050000,2000,2.000000
B555,6.678113,27.498353,9.700000,486,MID,0.100000,0.050000,2000,2.000000
B556,5.957856,25.805182,9.680000,485,MID,0.100000,0.050000,2000,2.000000
B557,4.955758,23.449466,9.580000,480,MID,0.100000,0.050000,2000,2.000000
B558,7.192486,28.612566,9.760000,489,MID,0.100000,0.050000,2000,2.000000
B559,6.558644,27.143469,9.740000,488,MID,0.100000,0.050000,2000,2.000000
B560,5.766342,25.307099,9.700000,486,MID,0.100000,0.050000,2000,2.000000
B561,7.268868,28.695756,9.800000,491,MID,0.100000,0.050000,2000,2.000000
B562,6.755780,27.523092,9.780000,490,MID,0.100000,0.050000,2000,2.000000
B563,6.050285,25.910679,9.760000,489,MID,0.100000,0.050000,2000,2.000000
B564,7.280789,28.632296,9.840000,493,MID,0.100000,0.050000,2000,2.000000
B565,6.956357,27.901034,9.820000,492,MID,0.100000,0.050000,2000,2.000000
B566,5.950618,25.634122,9.780000,490,MID,0.100000,0.050000,2000,2.000000
B567,4.750220,22.928453,9.580000,480,MID,0.100000,0.050000,2000,2.000000
B568,7.390089,28.787981,9.880000,495,MID,0.100000,0.050000,2000,2.000000
B569,6.766552,27.401762,9.860000,494,MID,0.100000,0.050000,2000,2.000000
B570,5.552295,24.702285,9.800000,491,MID,0.100000,0.050000,2000,2.000000
B571,7.566944,29.088507,9.920000,497,MID,0.100000,0.050000,2000,2.000000
B572,6.670770,27.123190,9.900000,496,MID,0.100000,0.050000,2000,2.000000
B573,7.780022,29.460221,10.000000,501,MID,0.100000,0.050000,2000,2.000000
B574,7.075162,27.935238,9.940000,498,MID,0.100000,0.050000,2000,2.000000
B575,6.370301,26.410256,9.920000,497,MID,0.100000,0.050000,2000,2.000000
B576,5.363358,24.231709,9.820000,492,MID,0.100000,0.050000,2000,2.000000
B577,7.657124,29.105687,10.000000,501,MID,0.100000,0.050000,2000,2.000000
B578,7.182003,28.091459,9.980000,500,MID,0.100000,0.050000,2000,2.000000
B579,6.163887,25.918111,9.940000,498,MID,0.100000,0.050000,2000,2.000000
B580,7.941885,29.620072,10.080000,505,MID,0.100000,0.050000,2000,2.000000
B581,7.290015,28.246949,10.020000,502,MID,0.100000,0.050000,2000,2.000000
B582,6.569528,26.729287,10.000000,501,MID,0.100000,0.050000,2000,2.000000
B583,5.059935,23.549424,9.800000,491,MID,0.100000,0.050000,2000,2.000000
B584,7.850032,29.338901,10.080000,505,MID,0.100000,0.050000,2000,2.000000
B585,7.156434,27.897055,10.060000,504,MID,0.100000,0.050000,2000,2.000000
B586,6.358797,26.238931,10.040000,503,MID,0.100000,0.050000,2000,2.000000
B587,8.105386,29.778228,10.160000,509,MID,0.100000,0.050000,2000,2.000000
B588,7.579635,28.699532,10.120000,507,MID,0.100000,0.050000,2000,2.000000
B589,6.563182,26.614053,10.080000,505,MID,0.100000,0.050000,2000,2.000000
B590,8.152326,29.784934,10.160000,509,MID,0.100000,0.050000,2000,2.000000
B591,7.656453,28.780688,10.160000,509,MID,0.100000,0.050000,2000,2.000000
B592,6.983482,27.417783,10.140000,508,MID,0.100000,0.050000,2000,2.000000
B593,5.566702,24.548509,10.020000,502,MID,0.100000,0.050000,2000,2.000000
B594,7.876839,29.147639,10.200000,511,MID,0.100000,0.050000,2000,2.000000
B595,7.268441,27.931312,10.180000,510,MID,0.100000,0.050000,2000,2.000000
B596,6.660042,26.714985,10.160000,509,MID,0.100000,0.050000,2000,2.000000
B597,6.051644,25.498658,10.120000,507,MID,0.100000,0.050000,2000,2.000000
B598,7.992113,29.298614,10.240000,513,MID,0.100000,0.050000,2000,2.000000
B599,6.979746,27.300437,10.200000,511,MID,0.100000,0.050000,2000,2.000000
B600,8.181575,29.591156,10.280000,515,MID,0.100000,0.050000,2000,2.000000
B601,7.378070,28.025276,10.260000,514,MID,0.100000,0.050000,2000,2.000000
B602,6.757179,26.815278,10.240000,513,MID,0.100000,0.050000,2000,2.000000
B603,8.484307,30.095108,10.320000,517,MID,0.100000,0.050000,2000,2.000000
B604,7.783413,28.746350,10.300000,516,MID,0.100000,0.050000,2000,2.000000
B605,6.676739,26.616732,10.260000,514,MID,0.100000,0.050000,2000,2.000000
B606,8.605551,30.242362,10.400000,521,MID,0.100000,0.050000,2000,2.000000
B607,7.972225,29.038826,10.340000,518,MID,0.100000,0.050000,2000,2.000000
B608,7.078118,27.339717,10.320000,517,MID,0.100000,0.050000,2000,2.000000
B609,5.662448,24.649460,10.180000,510,MID,0.100000,0.050000,2000,2.000000
B610,8.464585,29.894568,10.400000,521,MID,0.100000,0.050000,2000,2.000000
B611,8.050776,29.117933,10.380000,520,MID,0.100000,0.050000,2000,2.000000
B612,7.260779,27.635265,10.360000,519,MID,0.100000,0.050000,2000,2.000000
B613,5.455071,24.246310,10.120000,507,MID,0.100000,0.050000,2000,2.000000
B614,7.977803,28.914997,10.420000,522,MID,0.100000,0.050000,2000,2.000000
B615,6.952275,27.013973,10.400000,521,MID,0.100000,0.050000,2000,2.000000
B616,8.784272,30.328087,10.480000,525,MID,0.100000,0.050000,2000,2.000000
B617,8.055713,28.994070,10.460000,524,MID,0.100000,0.050000,2000,2.000000
B618,7.365499,27.730264,10.440000,523,MID,0.100000,0.050000,2000,2.000000
B619,8.869460,30.402976,10.520000,527,MID,0.100000,0.050000,2000,2.000000
B620,8.250148,29.282774,10.500000,526,MID,0.100000,0.050000,2000,2.000000
B621,7.669543,28.232585,10.500000,526,MID,0.100000,0.050000,2000,2.000000
B622,5.850313,24.941992,10.320000,517,MID,0.100000,0.050000,2000,2.000000
B623,8.681559,29.988738,10.560000,529,MID,0.100000,0.050000,2000,2.000000
B624,7.861133,28.522688,10.540000,528,MID,0.100000,0.050000,2000,2.000000
B625,6.454689,26.009460,10.460000,524,MID,0.100000,0.050000,2000,2.000000
B626,8.567858,29.716108,10.600000,531,MID,0.100000,0.050000,2000,2.000000
B627,7.266739,27.419004,10.560000,529,MID,0.100000,0.050000,2000,2.000000
B628,9.206905,30.763777,10.680000,535,MID,0.100000,0.050000,2000,2.000000
B629,8.490741,29.514493,10.620000,532,MID,0.100000,0.050000,2000,2.000000
B630,7.854151,28.404019,10.620000,532,MID,0.100000,0.050000,2000,2.000000
B631,6.660545,26.321880,10.540000,528,MID,0.100000,0.050000,2000,2.000000
B632,9.053469,30.421273,10.680000,535,MID,0.100000,0.050000,2000,2.000000
B633,8.571730,29.590895,10.660000,534,MID,0.100000,0.050000,2000,2.000000
B634,7.367382,27.514951,10.640000,533,MID,0.100000,0.050000,2000,2.000000
B635,9.382148,30.908690,10.760000,539,MID,0.100000,0.050000,2000,2.000000
B636,8.450601,29.321926,10.700000,536,MID,0.100000,0.050000,2000,2.000000
B637,7.681062,28.011121,10.680000,535,MID,0.100000,0.050000,2000,2.000000
B638,6.466001,25.941428,10.580000,530,MID,0.100000,0.050000,2000,2.000000
B639,9.061748,30.292665,10.760000,539,MID,0.100000,0.050000,2000,2.000000
B640,8.081152,28.641958,10.740000,538,MID,0.100000,0.050000,2000,2.000000
B641,6.773691,26.441016,10.660000,534,MID,0.100000,0.050000,2000,2.000000
B642,9.187961,30.434663,10.800000,541,MID,0.100000,0.050000,2000,2.000000
B643,8.569762,29.406154,10.780000,540,MID,0.100000,0.050000,2000,2.000000
