time_s,dt_s,v_input_mps,l_m,l_h_m,L_m,width_m,theta_ref_rad,theta_ref_deg,theta_rad,theta_deg,theta_t_rad,theta_t_deg,alpha_rad,alpha_deg,phi_rad,phi_deg,e_theta_rad,e_phi_rad,xA_m,yA_m,xB_m,yB_m,xH_m,yH_m,xT_m,yT_m
0.260000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.780000,0.000000,0.780000,0.000000,2.580000,-0.000000,-10.920000
0.280000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.840000,0.000000,0.840000,0.000000,2.640000,-0.000000,-10.860000
0.300000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.900000,0.000000,0.900000,0.000000,2.700000,-0.000000,-10.800000
0.320000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.960000,0.000000,0.960000,0.000000,2.760000,-0.000000,-10.740000
0.340000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.020000,0.000000,1.020000,0.000000,2.820000,-0.000000,-10.680000
0.360000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.080000,0.000000,1.080000,0.000000,2.880000,-0.000000,-10.620000
0.380000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.140000,0.000000,1.140000,0.000000,2.940000,-0.000000,-10.560000
0.400000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.200000,0.000000,1.200000,0.000000,3.000000,-0.000000,-10.500000
0.420000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.260000,0.000000,1.260000,0.000000,3.060000,-0.000000,-10.440000
0.440000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.320000,0.000000,1.320000,0.000000,3.120000,-0.000000,-10.380000
0.460000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.380000,0.000000,1.380000,0.000000,3.180000,-0.000000,-10.320000
0.480000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.440000,0.000000,1.440000,0.000000,3.240000,-0.000000,-10.260000
0.500000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.500000,0.000000,1.500000,0.000000,3.300000,-0.000000,-10.200000
0.520000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.560000,0.000000,1.560000,0.000000,3.360000,-0.000000,-10.140000
0.540000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.620000,0.000000,1.620000,0.000000,3.420000,-0.000000,-10.080000
0.560000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.680000,0.000000,1.680000,0.000000,3.480000,-0.000000,-10.020000
0.580000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.740000,0.000000,1.740000,0.000000,3.540000,-0.000000,-9.960000
0.600000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.800000,0.000000,1.800000,0.000000,3.600000,-0.000000,-9.900000
0.620000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.860000,0.000000,1.860000,0.000000,3.660000,-0.000000,-9.840000
0.640000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.920000,0.000000,1.920000,0.000000,3.720000,-0.000000,-9.780000
0.660000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.980000,0.000000,1.980000,0.000000,3.780000,-0.000000,-9.720000
0.680000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.040000,0.000000,2.040000,0.000000,3.840000,-0.000000,-9.660000
0.700000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.100000,0.000000,2.100000,0.000000,3.900000,-0.000000,-9.600000
0.720000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.160000,0.000000,2.160000,0.000000,3.960000,-0.000000,-9.540000
0.740000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.220000,0.000000,2.220000,0.000000,4.020000,-0.000000,-9.480000
0.760000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.280000,0.000000,2.280000,0.000000,4.080000,-0.000000,-9.420000
0.780000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.340000,0.000000,2.340000,0.000000,4.140000,-0.000000,-9.360000
0.800000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.400000,0.000000,2.400000,0.000000,4.200000,-0.000000,-9.300000
0.820000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.460000,0.000000,2.460000,0.000000,4.260000,-0.000000,-9.240000
0.840000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.520000,0.000000,2.520000,0.000000,4.320000,-0.000000,-9.180000
0.860000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.580000,0.000000,2.580000,0.000000,4.380000,-0.000000,-9.120000
0.880000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.640000,0.000000,2.640000,0.000000,4.440000,-0.000000,-9.060000
0.900000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.700000,0.000000,2.700000,0.000000,4.500000,-0.000000,-9.000000
0.920000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.760000,0.000000,2.760000,0.000000,4.560000,-0.000000,-8.940000
0.940000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.820000,0.000000,2.820000,0.000000,4.620000,-0.000000,-8.880000
0.960000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.880000,0.000000,2.880000,0.000000,4.680000,-0.000000,-8.820000
0.980000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.940000,0.000000,2.940000,0.000000,4.740000,-0.000000,-8.760000
1.000000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,3.000000,0.000000,4.800000,-0.000000,-8.700000
1.020000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.060000,0.000000,3.060000,0.000000,4.860000,-0.000000,-8.640000
1.040000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.120000,0.000000,3.120000,0.000000,4.920000,-0.000000,-8.580000
1.060000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.180000,0.000000,3.180000,0.000000,4.980000,-0.000000,-8.520000
1.080000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.240000,0.000000,3.240000,0.000000,5.040000,-0.000000,-8.460000
1.100000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.300000,0.000000,3.300000,0.000000,5.100000,-0.000000,-8.400000
1.120000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.360000,0.000000,3.360000,0.000000,5.160000,-0.000000,-8.340000
1.140000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.420000,0.000000,3.420000,0.000000,5.220000,-0.000000,-8.280000
1.160000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.480000,0.000000,3.480000,0.000000,5.280000,-0.000000,-8.220000
1.180000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.540000,0.000000,3.540000,0.000000,5.340000,-0.000000,-8.160000
1.200000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.600000,0.000000,3.600000,0.000000,5.400000,-0.000000,-8.100000
1.220000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.660000,0.000000,3.660000,0.000000,5.460000,-0.000000,-8.040000
1.240000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.720000,0.000000,3.720000,0.000000,5.520000,-0.000000,-7.980000
1.260000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.780000,0.000000,3.780000,0.000000,5.580000,-0.000000,-7.920000
1.280000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.840000,0.000000,3.840000,0.000000,5.640000,-0.000000,-7.860000
1.300000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.900000,0.000000,3.900000,0.000000,5.700000,-0.000000,-7.800000
1.320000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.960000,0.000000,3.960000,0.000000,5.760000,-0.000000,-7.740000
1.340000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.020000,0.000000,4.020000,0.000000,5.820000,-0.000000,-7.680000
1.360000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.080000,0.000000,4.080000,0.000000,5.880000,-0.000000,-7.620000
1.380000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.140000,0.000000,4.140000,0.000000,5.940000,-0.000000,-7.560000
1.400000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.200000,0.000000,4.200000,0.000000,6.000000,-0.000000,-7.500000
1.420000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.260000,0.000000,4.260000,0.000000,6.060000,-0.000000,-7.440000
1.440000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.320000,0.000000,4.320000,0.000000,6.120000,-0.000000,-7.380000
1.460000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.380000,0.000000,4.380000,0.000000,6.180000,-0.000000,-7.320000
1.480000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.440000,0.000000,4.440000,0.000000,6.240000,-0.000000,-7.260000
1.500000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.500000,0.000000,4.500000,0.000000,6.300000,-0.000000,-7.200000
1.520000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.560000,0.000000,4.560000,0.000000,6.360000,-0.000000,-7.140000
1.540000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.620000,0.000000,4.620000,0.000000,6.420000,-0.000000,-7.080000
1.560000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.680000,0.000000,4.680000,0.000000,6.480000,-0.000000,-7.020000
1.580000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.740000,0.000000,4.740000,0.000000,6.540000,-0.000000,-6.960000
1.600000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.800000,0.000000,4.800000,0.000000,6.600000,-0.000000,-6.900000
1.620000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.860000,0.000000,4.860000,0.000000,6.660000,-0.000000,-6.840000
1.640000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.920000,0.000000,4.920000,0.000000,6.720000,-0.000000,-6.780000
1.660000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.980000,0.000000,4.980000,0.000000,6.780000,-0.000000,-6.720000
1.680000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.040000,0.000000,5.040000,0.000000,6.840000,-0.000000,-6.660000
1.700000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.100000,0.000000,5.100000,0.000000,6.900000,-0.000000,-6.600000
1.720000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.160000,0.000000,5.160000,0.000000,6.960000,-0.000000,-6.540000
1.740000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.220000,0.000000,5.220000,0.000000,7.020000,-0.000000,-6.480000
1.760000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.280000,0.000000,5.280000,0.000000,7.080000,-0.000000,-6.420000
1.780000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.340000,0.000000,5.340000,0.000000,7.140000,-0.000000,-6.360000
1.800000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.400000,0.000000,5.400000,0.000000,7.200000,-0.000000,-6.300000
1.820000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.460000,0.000000,5.460000,0.000000,7.260000,-0.000000,-6.240000
1.840000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.520000,0.000000,5.520000,0.000000,7.320000,-0.000000,-6.180000
1.860000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.580000,0.000000,5.580000,0.000000,7.380000,-0.000000,-6.120000
1.880000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.640000,0.000000,5.640000,0.000000,7.440000,-0.000000,-6.060000
1.900000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.700000,0.000000,5.700000,0.000000,7.500000,-0.000000,-6.000000
1.920000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.760000,0.000000,5.760000,0.000000,7.560000,-0.000000,-5.940000
1.940000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.820000,0.000000,5.820000,0.000000,7.620000,-0.000000,-5.880000
1.960000,0.020000,3.000000,4.000000,1.800000,13.500000,2.000000,1.570796,90.000000,1.570796,90.000000,1.570796,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.880000,0.000000,5.880000,0.000000,7.680000,-0.000000,-5.820000
